Testing writing tp d1.csv
Millis, BME680 Temp C, BME680 Pressure hPa, BME680 Humidity %, BME680 Gas KOhms, BME680 Approx Alt m, SHT31 Hum %, SHT31 Temp C, LSM9DS1 AccX, LSM9DS1 AccY, LSM9DS1 AccZ, LSM9DS1 GyroX, LSM9DS1 GyroY, LSM9DS1 GyroZ, LSM9DS1 MagX, LSM9DS1 MagY, LSM9DS1 MagZ, LSM6DS AccX, LSM6DS AccY, LSM6DS AccZ, LSM6DS GyroX, LSM6DS GyroY, LSM6DS GyroZ, LSM6DS Temp, INA260 Current mA, INA260 Bus Voltage mV, INA260 Power mW, MTK3339 Date, MTK3339 Latitude, MTK3339 Longitude, MTK3339 Speed, MTK3339 Angle, MTK3339 Altitude, MTK3339 Satellites, MD0555 Wind Speed RAW, PT1000 Temp RAW, ZOPT220 UV Index, ZOPT220 Ambient Light, GeigerInterrupt CPS, 
5083072, -, -, -, -, -, -, -, -0.30, 1.01, 0.95, -17.03, -47.67, 12.33, 48.03, -24.74, -18.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5083225, -, -, -, -, -, -, -, -0.38, 1.26, 1.17, -12.39, -46.51, -2.14, 44.23, -26.51, -17.61, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5083383, -, -, -, -, -, -, -, -0.36, 1.16, 1.06, -20.26, -52.80, -11.90, 41.31, -27.98, -17.65, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5083535, -, -, -, -, -, -, -, -0.36, 1.11, 0.99, -16.17, -37.60, -41.38, 38.37, -29.00, -17.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5084087, -, -, -, -, -, -, -, -0.28, 0.96, 0.83, 24.60, -4.15, -117.86, 53.34, -25.01, -16.69, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5084245, -, -, -, -, -, -, -, -0.25, 0.90, 0.80, 21.12, -14.83, -98.08, 56.18, -18.62, -16.36, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5084397, -, -, -, -, -, -, -, -0.23, 0.79, 0.70, 38.57, 7.08, -98.08, 59.53, -9.16, -20.69, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5084549, -9.20, 171.31, 0.00, 665151, 12706.79, 0.45, -38.69, -0.04, 0.56, 0.61, -10.74, -42.30, 45.84, 47.05, 16.91, -16.60, -0.18, 0.16, 0.86, -51.88, -43.33, 2.81, 2.23, 390.00, 10482.50, 4080.00, -, -, -, -, -, -, -, 194, 1023, 0.00, 262143, 8.16, 
5086015, -, -, -, -, -, -, -, -0.34, 1.65, 1.42, -16.78, 27.83, 146.42, 42.87, -3.85, -26.33, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5086167, -, -, -, -, -, -, -, -0.38, 1.61, 1.34, 7.08, 76.05, 132.57, 47.71, -8.45, -25.89, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5086319, -, -, -, -, -, -, -, -0.35, 1.37, 1.11, 5.13, 63.11, 147.52, 49.74, -14.28, -20.12, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5086477, -, -, -, -, -, -, -, -0.40, 1.20, 0.96, 17.03, 76.60, 127.20, 49.96, -19.95, -16.99, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5087029, -, -, -, -, -, -, -, -0.29, 0.91, 0.87, -12.21, 50.96, 59.39, 51.27, -33.36, -7.41, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5087181, -, -, -, -, -, -, -, -0.31, 0.96, 0.93, -13.67, 45.72, 68.91, 48.90, -36.45, -4.47, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5087339, -, -, -, -, -, -, -, -0.32, 0.94, 0.92, -9.22, 54.63, 77.09, 42.19, -40.09, -1.99, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5087491, -9.28, 172.31, 0.00, 706450, 12670.79, 0.51, -39.07, -0.26, 1.02, 0.91, -3.42, 82.52, 130.00, 10.89, -12.39, -17.13, -0.09, 0.16, 1.40, -48.34, 10.80, 148.13, 2.84, 377.50, 10485.00, 3960.00, -, -, -, -, -, -, -, 193, 1023, 0.00, 262143, 8.84, 
5088952, -, -, -, -, -, -, -, -0.42, 1.35, 1.18, 80.87, 154.05, 70.50, 65.73, 6.51, -7.08, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5089110, -, -, -, -, -, -, -, -0.25, 0.90, 0.78, 46.94, 125.92, 39.43, 72.51, 2.32, 8.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5089262, -, -, -, -, -, -, -, -0.16, 0.55, 0.46, 38.33, 83.01, 12.21, 71.41, -2.60, 25.22, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5089414, -, -, -, -, -, -, -, -0.07, 0.39, 0.31, 10.19, 78.43, -7.93, 66.86, -2.42, 31.59, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5089971, -, -, -, -, -, -, -, -0.15, 0.65, 0.32, 28.14, 83.31, 88.99, 36.01, -19.89, 43.82, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5090124, -, -, -, -, -, -, -, -0.28, 0.96, 0.59, 103.70, 107.12, 91.31, 21.73, -24.46, 36.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5090276, -, -, -, -, -, -, -, -0.57, 1.68, 1.21, 103.45, 110.29, 73.43, 8.72, -24.65, 24.48, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5090434, -9.35, 173.27, 0.00, 734576, 12638.08, 0.52, -39.11, -0.23, 0.84, 0.75, 39.73, -74.77, -59.45, 15.54, -31.12, -3.53, -0.06, 0.15, 1.20, -12.51, 2.38, -104.55, 2.39, 377.50, 10480.00, 3960.00, -, -, -, -, -, -, -, 195, 1023, 0.00, 262143, 7.14, 
5091895, -, -, -, -, -, -, -, -0.31, 0.86, 0.77, 9.77, -29.85, -67.08, 32.90, -39.94, 10.53, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5092047, -, -, -, -, -, -, -, -0.29, 0.92, 0.82, 34.73, -25.94, -61.04, 39.26, -41.02, 9.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5092205, -, -, -, -, -, -, -, -0.28, 0.87, 0.77, 49.44, -19.59, -57.01, 45.47, -40.97, 7.95, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5092357, -, -, -, -, -, -, -, -0.33, 1.11, 1.00, 67.26, -17.58, -51.51, 52.65, -37.30, 0.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5092909, -, -, -, -, -, -, -, -0.20, 0.51, 0.53, 11.11, -51.27, 32.35, 48.38, -15.92, -22.29, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5093067, -, -, -, -, -, -, -, -0.21, 0.46, 0.49, -36.93, -15.93, 13.73, 42.02, -18.07, -22.71, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5093219, -, -, -, -, -, -, -, -0.25, 0.72, 0.72, -56.46, 3.11, 15.62, 40.36, -23.69, -20.19, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5093372, -9.42, 174.26, 0.00, 739350, 12603.44, 0.50, -39.25, -0.21, 0.37, 0.33, -2.93, 17.03, 43.64, 9.39, -20.68, 32.37, -0.00, -0.01, 0.57, -19.59, -7.02, 41.56, 2.30, 391.25, 10478.75, 4100.00, -, -, -, -, -, -, -, 200, 1023, 0.00, 262143, 10.21, 
5094838, -, -, -, -, -, -, -, -0.34, 1.03, 0.65, 46.88, -97.29, -142.52, 32.73, -37.15, 27.29, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5094991, -, -, -, -, -, -, -, -0.53, 1.43, 0.90, 144.29, -87.04, -202.15, 54.79, -36.91, 12.55, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5095143, -, -, -, -, -, -, -, -0.26, 1.55, 1.21, 115.17, -169.43, -82.28, 64.71, -20.41, -7.74, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5095301, -, -, -, -, -, -, -, -0.21, 1.26, 1.09, 79.59, -122.56, -49.56, 50.93, -4.38, -21.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5095853, -, -, -, -, -, -, -, -0.26, 1.05, 1.01, 5.80, -4.03, 76.29, 28.25, 0.22, -25.95, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5096005, -, -, -, -, -, -, -, -0.23, 0.95, 0.85, -8.61, 33.26, 67.08, 33.13, 0.10, -26.65, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5096163, -, -, -, -, -, -, -, -0.21, 0.74, 0.66, -18.19, 44.25, 76.05, 38.28, -1.38, -27.08, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5096315, -9.50, 175.25, 0.00, 739350, 12568.97, 0.56, -39.56, -0.28, 0.97, 0.83, -48.65, 35.58, 95.28, 56.75, -34.91, -1.18, -0.02, 0.12, 1.35, -27.28, -46.20, 100.89, 2.55, 393.75, 10477.50, 4120.00, -, -, -, -, -, -, -, 202, 1023, 0.00, 262143, 4.42, 
5097776, -, -, -, -, -, -, -, -0.26, 0.72, 0.60, 5.80, 17.15, 6.65, 17.82, -36.02, 2.23, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5097934, -, -, -, -, -, -, -, -0.29, 0.67, 0.54, 11.41, -0.92, -25.21, 19.32, -35.86, 2.43, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5098086, -, -, -, -, -, -, -, -0.38, 1.00, 0.82, 11.78, 31.62, -124.51, 25.73, -39.60, 2.86, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5098238, -, -, -, -, -, -, -, -0.37, 1.20, 1.05, 29.30, -18.07, -129.27, 42.54, -38.62, -0.94, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5098796, -, -, -, -, -, -, -, -0.32, 1.04, 1.03, 50.48, -76.84, -71.41, 46.72, 3.00, -24.95, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5098948, -, -, -, -, -, -, -, -0.28, 0.77, 0.77, 39.61, -76.17, -44.43, 36.60, 9.55, -24.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5099100, -, -, -, -, -, -, -, -0.26, 0.61, 0.60, 52.31, -61.16, -52.31, 25.23, 13.60, -19.98, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5099258, -9.57, 176.24, 0.00, 808687, 12535.33, 0.59, -39.73, -0.40, 1.21, 0.78, 139.53, -68.91, -141.30, 15.47, -31.65, 21.91, 0.12, 0.16, 1.53, 0.06, 103.94, -182.07, 2.22, 376.25, 10476.25, 3940.00, -, -, -, -, -, -, -, 193, 1023, 0.00, 262143, 7.48, 
5100719, -, -, -, -, -, -, -, -0.26, 1.25, 1.19, 59.02, -28.93, 63.72, 19.79, -19.37, -18.13, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5100872, -, -, -, -, -, -, -, -0.28, 1.12, 1.08, 40.53, 30.70, 5.68, 18.99, -13.37, -20.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5101030, -, -, -, -, -, -, -, -0.17, 0.86, 0.86, 13.79, 11.05, 28.50, 18.30, -9.69, -20.24, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5101182, -, -, -, -, -, -, -, -0.22, 0.86, 0.90, 29.54, 34.97, 23.50, 20.50, -6.14, -23.38, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5101734, -, -, -, -, -, -, -, -0.19, 1.08, 0.98, -32.04, 27.40, 125.31, 34.06, -11.39, -25.57, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5101892, -, -, -, -, -, -, -, -0.25, 1.02, 0.83, -21.00, 66.89, 115.36, 32.95, -13.32, -24.66, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5102044, -, -, -, -, -, -, -, -0.16, 0.88, 0.67, 11.84, 87.52, 89.36, 39.14, -14.44, -24.73, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5102196, -9.64, 177.21, 0.00, 866694, 12502.53, 0.54, -40.01, -0.32, 1.18, 0.90, -0.43, 81.79, -16.97, 70.95, -15.67, -1.43, 0.05, 0.18, 1.57, 55.66, 35.40, 43.64, 2.54, 378.75, 10476.25, 3970.00, -, -, -, -, -, -, -, 194, 1023, 0.00, 262143, 8.17, 
5103662, -, -, -, -, -, -, -, -0.23, 0.94, 0.59, 33.14, 1.83, 13.92, 70.96, -13.21, 18.98, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5103814, -, -, -, -, -, -, -, -0.21, 1.03, 0.69, 54.63, -1.16, 37.84, 71.02, -16.27, 17.03, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5103966, -, -, -, -, -, -, -, -0.30, 1.29, 0.91, 64.94, 2.38, 81.30, 69.82, -23.73, 14.82, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5104124, -, -, -, -, -, -, -, -0.38, 1.41, 1.01, 73.06, 43.76, 71.23, 62.50, -31.20, 13.66, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5104676, -, -, -, -, -, -, -, -0.37, 1.20, 0.93, 30.52, 22.40, 8.54, 49.46, -39.92, 5.64, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5104828, -, -, -, -, -, -, -, -0.30, 1.10, 0.87, 16.85, 2.69, 5.31, 48.22, -39.66, 5.69, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5104986, -, -, -, -, -, -, -, -0.35, 1.08, 0.85, 15.56, 8.24, -24.23, 48.61, -39.89, 2.60, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5105138, -9.72, 178.23, 0.00, 915511, 12466.48, 0.58, -40.18, -0.14, 0.81, 0.68, 1.40, 54.02, 49.13, 73.56, -12.82, 2.70, -0.06, 0.22, 1.09, -8.00, 13.85, 72.51, 1.47, 385.00, 10472.50, 4030.00, -, -, -, -, -, -, -, 193, 1023, 0.00, 262143, 5.78, 
5106605, -, -, -, -, -, -, -, -0.43, 1.11, 0.79, 27.77, 139.65, 81.97, 27.40, -37.94, 20.51, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5106758, -, -, -, -, -, -, -, -0.44, 1.25, 0.92, 20.08, 120.61, 27.04, 17.58, -36.65, 14.58, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5106910, -, -, -, -, -, -, -, -0.46, 1.38, 1.05, -11.72, 81.91, -37.29, 16.39, -37.24, 11.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5107062, -, -, -, -, -, -, -, -0.41, 1.32, 1.00, -6.65, 38.88, -80.99, 26.57, -39.15, 8.17, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5107619, -, -, -, -, -, -, -, -0.14, 0.90, 0.68, 50.72, -43.58, -8.00, 53.26, -29.85, -10.73, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5107771, -, -, -, -, -, -, -, -0.13, 0.91, 0.75, 28.56, -35.46, 9.22, 49.98, -27.45, -14.71, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5107923, -, -, -, -, -, -, -, -0.11, 0.85, 0.69, 25.88, -11.47, 23.93, 47.39, -26.45, -17.90, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5108081, -9.79, 179.26, 0.00, 935587, 12431.95, 0.57, -40.26, -0.33, 1.12, 0.73, 17.52, 62.93, 64.88, 29.05, -29.88, -13.81, 0.14, 0.16, 1.36, -19.96, 31.07, 82.58, 1.11, 382.50, 10473.75, 4010.00, -, -, -, -, -, -, -, 193, 1023, 0.00, 262143, 6.46, 
5109542, -, -, -, -, -, -, -, -0.39, 1.37, 1.12, 17.21, 69.21, -29.60, 51.73, -20.32, -20.01, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5109700, -, -, -, -, -, -, -, -0.34, 1.30, 1.04, -0.85, 59.14, -19.53, 60.74, -18.43, -16.88, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5109853, -, -, -, -, -, -, -, -0.31, 1.20, 0.92, -10.01, 47.42, -17.70, 62.21, -17.61, -10.41, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5110006, -, -, -, -, -, -, -, -0.28, 1.15, 0.85, -13.18, 12.45, -17.58, 66.50, -16.96, -7.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5110558, -, -, -, -, -, -, -, -0.20, 0.95, 0.67, 52.98, 29.30, 29.54, 68.70, -16.39, -5.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5110716, -, -, -, -, -, -, -, -0.24, 1.05, 0.73, 58.90, 41.87, 22.52, 68.77, -17.35, -3.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5110868, -, -, -, -, -, -, -, -0.26, 1.14, 0.81, 62.74, 46.39, 8.36, 71.94, -15.37, -1.61, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5111020, -9.87, 180.31, 0.00, 933029, 12395.90, 0.57, -40.35, -0.26, 1.10, 0.80, 36.80, 32.23, 33.87, 69.06, -25.57, 7.79, 0.07, 0.22, 1.40, -23.50, 36.50, 35.83, 1.40, 380.00, 10471.25, 3980.00, -, -, -, -, -, -, -, 195, 1023, 0.00, 262143, 5.11, 
5112486, -, -, -, -, -, -, -, -0.31, 1.11, 0.80, 2.50, 41.50, 44.19, 53.70, -36.54, 23.72, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5112638, -, -, -, -, -, -, -, -0.31, 0.96, 0.67, 7.57, 39.18, 31.19, 49.43, -37.32, 23.80, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5112796, -, -, -, -, -, -, -, -0.31, 0.98, 0.69, 12.08, 31.49, 15.01, 45.01, -38.53, 24.29, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5112948, -, -, -, -, -, -, -, -0.36, 1.08, 0.78, 21.67, 28.99, -8.67, 43.96, -37.98, 22.50, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5113500, -, -, -, -, -, -, -, -0.30, 1.15, 0.83, 21.48, 25.45, -16.78, 47.84, -39.27, 20.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5113652, -, -, -, -, -, -, -, -0.28, 1.12, 0.80, 28.87, 35.64, -10.38, 49.66, -38.88, 16.80, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5113810, -, -, -, -, -, -, -, -0.29, 1.13, 0.82, 28.44, 40.04, 11.54, 49.24, -39.95, 16.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5113962, -9.95, 181.41, 0.00, 934946, 12359.01, 0.56, -40.40, -0.34, 1.08, 0.80, 2.75, 65.19, -3.11, 25.51, -39.62, 5.81, 0.09, 0.10, 1.42, 35.10, 27.65, 39.86, 1.00, 391.25, 10470.00, 4100.00, -, -, -, -, -, -, -, 195, 1023, 0.00, 262143, 3.40, 
5115447, -, -, -, -, -, -, -, -0.32, 1.05, 0.77, 22.34, 27.83, -0.85, 39.11, -39.58, -0.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5115600, -, -, -, -, -, -, -, -0.29, 0.93, 0.64, 27.34, 39.98, 3.05, 38.49, -39.34, -0.93, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5115752, -, -, -, -, -, -, -, -0.30, 0.96, 0.67, 17.94, 51.70, 7.51, 39.28, -39.89, -2.08, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5115910, -, -, -, -, -, -, -, -0.31, 0.95, 0.66, 5.49, 62.93, 13.43, 40.53, -38.77, -3.44, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5116462, -, -, -, -, -, -, -, -0.38, 1.07, 0.76, 31.92, 52.49, 16.24, 39.00, -39.38, -3.20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5116614, -, -, -, -, -, -, -, -0.38, 1.08, 0.78, 46.02, 32.35, -10.19, 41.16, -37.82, -5.21, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5116766, -, -, -, -, -, -, -, -0.37, 1.10, 0.80, 38.64, 11.78, -26.31, 42.38, -35.97, -7.52, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5116924, -10.04, 182.49, 0.00, 958577, 12322.98, 0.56, -40.26, -0.25, 1.08, 0.78, 21.61, 35.83, 15.75, 57.62, -18.48, -15.52, 0.08, 0.21, 1.40, -1.77, 27.71, 28.81, 1.37, 395.00, 10466.25, 4130.00, -, -, -, -, -, -, -, 196, 1023, 0.00, 262143, 9.79, 
5118385, -, -, -, -, -, -, -, -0.29, 1.01, 0.72, 14.83, 57.74, 23.19, 64.95, -27.39, -6.65, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5118543, -, -, -, -, -, -, -, -0.35, 1.11, 0.82, 15.38, 48.58, 14.47, 61.29, -30.02, 0.79, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5118695, -, -, -, -, -, -, -, -0.31, 1.07, 0.81, 19.53, 37.84, 4.15, 63.17, -30.27, 2.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5118847, -, -, -, -, -, -, -, -0.32, 1.06, 0.80, 20.75, 17.76, 13.31, 64.37, -29.74, -0.10, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5119404, -, -, -, -, -, -, -, -0.29, 1.06, 0.80, 23.13, 30.94, -18.86, 65.55, -26.15, 4.53, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5119556, -, -, -, -, -, -, -, -0.30, 1.10, 0.84, 19.71, 42.05, -19.04, 68.65, -24.11, 6.60, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5119708, -, -, -, -, -, -, -, -0.30, 1.14, 0.89, 14.16, 53.28, -12.51, 70.23, -21.52, 9.69, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5119860, -10.12, 183.59, 0.00, 987701, 12286.45, 0.60, -40.44, -0.37, 1.00, 0.73, 5.00, 82.46, 4.46, 38.21, -32.67, 36.49, 0.11, 0.06, 1.33, 37.66, 37.11, 56.64, 1.81, 392.50, 10466.25, 4110.00, -, -, -, -, -, -, -, 195, 1023, 0.00, 262143, 6.47, 
5121326, -, -, -, -, -, -, -, -0.28, 0.95, 0.68, 26.37, 8.54, -5.07, 36.18, -40.80, 21.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5121478, -, -, -, -, -, -, -, -0.29, 0.98, 0.70, 6.59, 10.07, 13.73, 36.38, -40.45, 19.51, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5121636, -, -, -, -, -, -, -, -0.30, 0.98, 0.69, 3.54, 27.40, 15.14, 34.29, -40.70, 20.83, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5121788, -, -, -, -, -, -, -, -0.29, 0.96, 0.68, 8.30, 38.27, 23.74, 29.69, -40.75, 18.90, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5122340, -, -, -, -, -, -, -, -0.33, 1.03, 0.76, 20.75, 41.26, 6.47, 21.83, -38.38, 8.02, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5122492, -, -, -, -, -, -, -, -0.34, 1.07, 0.79, 24.05, 23.56, 5.86, 19.25, -38.44, 6.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5122655, -, -, -, -, -, -, -, -0.33, 1.04, 0.77, 26.06, 1.34, 3.36, 19.59, -36.66, 1.59, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5122807, -10.21, 184.68, 0.00, 1005893, 12250.10, 0.58, -40.32, -0.28, 1.18, 0.94, 28.93, 40.10, -38.02, 35.47, -35.11, -9.24, 0.01, 0.21, 1.56, 35.77, 45.17, -7.02, 1.61, 373.75, 10466.25, 3920.00, -, -, -, -, -, -, -, 194, 1023, 0.00, 262143, 7.81, 
5124274, -, -, -, -, -, -, -, -0.17, 0.95, 0.77, 35.71, 31.62, 37.90, 50.52, -24.48, -17.38, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5124427, -, -, -, -, -, -, -, -0.17, 0.99, 0.78, 30.88, 36.68, 50.17, 49.58, -23.71, -17.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5124579, -, -, -, -, -, -, -, -0.21, 1.08, 0.82, 32.17, 49.26, 57.86, 52.00, -22.73, -17.36, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
5124737, -, -, -, -, -, -, -, -0.24, 1.04, 0.74, 24.05, 54.57, 71.96, 51.51, -23.93, -16.22, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
